Driver,LapTime_FP1,Compound_FP1,SpeedST_FP1,SpeedFL_FP1,SpeedI1_FP1,SpeedI2_FP1,LongestStintCompound_FP1,LongestStintLaps_FP1,AvgLapTime_LongestStint_FP1,Delta_FirstLastLap_FP1,InvalidLaps_LongestStint_FP1,AvgTyreLife_LongestStint_FP1,StartTyreLife_LongestStint_FP1,AvgAirTemp_LongestStint_FP1,AvgTrackTemp_LongestStint_FP1,AvgWindSpeed_LongestStint_FP1,AvgWindDirection_LongestStint_FP1,AvgHumidity_LongestStint_FP1,AvgPressure_LongestStint_FP1,AirTemp_FastestLap_FP1,TrackTemp_FastestLap_FP1,WindSpeed_FastestLap_FP1,WindDirection_FastestLap_FP1,Humidity_FastestLap_FP1,Pressure_FastestLap_FP1,LapTime_FP2,Compound_FP2,SpeedST_FP2,SpeedFL_FP2,SpeedI1_FP2,SpeedI2_FP2,LongestStintCompound_FP2,LongestStintLaps_FP2,AvgLapTime_LongestStint_FP2,Delta_FirstLastLap_FP2,InvalidLaps_LongestStint_FP2,AvgTyreLife_LongestStint_FP2,StartTyreLife_LongestStint_FP2,AvgAirTemp_LongestStint_FP2,AvgTrackTemp_LongestStint_FP2,AvgWindSpeed_LongestStint_FP2,AvgWindDirection_LongestStint_FP2,AvgHumidity_LongestStint_FP2,AvgPressure_LongestStint_FP2,AirTemp_FastestLap_FP2,TrackTemp_FastestLap_FP2,WindSpeed_FastestLap_FP2,WindDirection_FastestLap_FP2,Humidity_FastestLap_FP2,Pressure_FastestLap_FP2,LapTime_FP3,Compound_FP3,SpeedST_FP3,SpeedFL_FP3,SpeedI1_FP3,SpeedI2_FP3,LongestStintCompound_FP3,LongestStintLaps_FP3,AvgLapTime_LongestStint_FP3,Delta_FirstLastLap_FP3,InvalidLaps_LongestStint_FP3,AvgTyreLife_LongestStint_FP3,StartTyreLife_LongestStint_FP3,AvgAirTemp_LongestStint_FP3,AvgTrackTemp_LongestStint_FP3,AvgWindSpeed_LongestStint_FP3,AvgWindDirection_LongestStint_FP3,AvgHumidity_LongestStint_FP3,AvgPressure_LongestStint_FP3,AirTemp_FastestLap_FP3,TrackTemp_FastestLap_FP3,WindSpeed_FastestLap_FP3,WindDirection_FastestLap_FP3,Humidity_FastestLap_FP3,Pressure_FastestLap_FP3,Q1_FastestLap,Q2_FastestLap,Q3_FastestLap,QualifyingPosition,Q1_TopSpeedST,Q1_AirTemp,Q1_TrackTemp,Q1_WindSpeed,Q1_WindDirection,Q1_Humidity,Q1_Pressure,Q2_TopSpeedST,Q2_AirTemp,Q2_TrackTemp,Q2_WindSpeed,Q2_WindDirection,Q2_Humidity,Q2_Pressure,Q3_TopSpeedST,Q3_AirTemp,Q3_TrackTemp,Q3_WindSpeed,Q3_WindDirection,Q3_Humidity,Q3_Pressure,TotalRaceTime,RacePosition
ALB,,,,,,,,,,,,,,,,,,,,,,,,,,0 days 00:01:36.688000,SOFT,344.0,318.0,184.0,212.0,MEDIUM,16,0 days 00:01:45.005000,,0,8.5,1.0,13.94375,15.03125,0.63125,174.75,73.1875,944.0875,13.9,15.1,0.6,235,74.0,943.9,0 days 00:01:34.726000,SOFT,340.0,322.0,186.0,213.0,SOFT,9,0 days 00:01:57.171500,,0,5.0,1.0,16.944444444444443,18.377777777777776,1.0333333333333332,198.88888888888889,57.77777777777778,942.5,16.7,18.3,0.8,207,58.0,942.5,0 days 00:01:34.634000,0 days 00:01:33.588000,0 days 00:01:33.323000,6.0,338.0,15.4,17.0,1.0,219,60.0,942.5,344.0,15.3,17.1,0.5,205.0,61.0,942.0,342.0,15.1,16.7,0.0,0.0,61.0,942.0,0 days 00:00:43.398000,12.0
ALO,,,,,,,,,,,,,,,,,,,,,,,,,,0 days 00:01:35.793000,SOFT,336.0,313.0,185.0,212.0,MEDIUM,11,0 days 00:01:46.933500,,0,12.0,7.0,13.945454545454544,15.027272727272726,0.5636363636363636,162.0,72.9090909090909,944.0909090909092,13.9,15.1,0.8,231,73.0,944.0,0 days 00:01:34.788000,MEDIUM,342.0,320.0,188.0,214.0,MEDIUM,6,0 days 00:01:47.517800,,0,3.5,1.0,17.0,18.666666666666668,1.35,212.16666666666663,56.666666666666664,942.5666666666666,16.7,18.3,0.8,207,58.0,942.5,0 days 00:01:34.422000,0 days 00:01:33.617000,0 days 00:01:33.555000,10.0,343.0,15.4,17.0,1.1,231,60.0,942.4,340.0,15.3,17.1,0.5,205.0,61.0,942.0,339.0,15.1,16.9,0.5,252.0,61.0,942.0,0 days 00:00:25.964000,9.0
BOT,0 days 00:01:47.147000,HARD,272.0,258.0,166.0,202.0,HARD,5.0,0 days 00:01:50.873333333,,0.0,3.0,1.0,16.72,18.74,0.7,184.0,66.0,943.7,16.7,18.7,0.8,233.0,66.0,943.7,0 days 00:01:36.129000,MEDIUM,336.0,317.0,185.0,211.0,MEDIUM,8,0 days 00:01:50.306000,,0,4.5,1.0,13.6375,15.4375,0.7250000000000001,155.625,74.0,944.0,13.9,15.3,0.6,223,73.0,944.0,0 days 00:01:34.908000,SOFT,348.0,316.0,184.0,214.0,SOFT,11,0 days 00:01:49.497200,,0,6.0,1.0,16.918181818181818,18.69090909090909,1.1818181818181817,188.0909090909091,57.0,942.5727272727272,16.7,18.3,1.2,215,58.0,942.5,0 days 00:01:34.305000,0 days 00:01:33.809000,0 days 00:01:33.525000,8.0,341.0,15.4,17.0,1.2,207,61.0,942.4,347.0,15.3,17.1,0.5,205.0,61.0,942.0,347.0,15.1,16.7,0.0,0.0,61.0,942.0,0 days 00:01:25.350000,17.0
GAS,0 days 00:01:48.253000,MEDIUM,283.0,280.0,164.0,205.0,MEDIUM,5.0,0 days 00:01:52.503333333,,0.0,3.0,1.0,16.72,18.74,0.7,184.0,66.0,943.7,16.7,18.8,1.0,233.0,66.0,943.7,0 days 00:01:37.134000,MEDIUM,331.0,319.0,181.0,210.0,MEDIUM,8,0 days 00:01:47.942857142,,0,9.5,6.0,13.5625,15.425,0.6875,148.875,74.125,944.05,14.1,14.9,1.1,227,74.0,944.2,0 days 00:01:36.485000,SOFT,331.0,319.0,183.0,209.0,SOFT,10,0 days 00:01:45.230222222,,0,5.5,1.0,17.02,18.630000000000003,1.06,214.3,56.9,942.54,17.0,18.5,1.1,213,57.0,942.5,0 days 00:01:34.272000,0 days 00:01:33.494000,0 days 00:01:33.239000,5.0,343.0,15.4,17.0,1.2,207,61.0,942.4,346.0,15.3,17.1,0.5,205.0,61.0,942.0,343.0,15.1,16.7,0.0,0.0,61.0,942.0,0 days 00:00:34.270000,11.0
HAM,0 days 00:01:48.513000,SOFT,271.0,278.0,164.0,202.0,SOFT,4.0,0 days 00:01:49.535500,,0.0,2.5,1.0,16.724999999999998,18.75,0.55,224.25,66.0,943.7,16.7,18.7,0.6,214.0,66.0,943.7,0 days 00:01:36.663000,SOFT,334.0,319.0,180.0,212.0,MEDIUM,14,0 days 00:01:41.281538461,,0,7.5,1.0,13.95714285714286,15.035714285714285,0.75,233.78571428571428,73.5,944.1285714285716,13.8,15.3,0.6,215,74.0,944.0,0 days 00:01:34.853000,MEDIUM,341.0,317.0,185.0,213.0,MEDIUM,15,0 days 00:01:41.742214285,,0,8.0,1.0,16.92,18.64666666666667,1.12,204.86666666666667,57.06666666666667,942.5533333333334,16.8,18.4,0.5,335,57.0,942.5,0 days 00:01:34.307000,0 days 00:01:33.837000,,11.0,344.0,15.4,17.0,1.1,231,60.0,942.4,344.0,15.2,17.1,1.1,189.0,61.0,942.0,,,,,,,,0 days 00:00:21.755000,7.0
HUL,0 days 00:01:43.446000,SOFT,257.0,294.0,175.0,204.0,SOFT,4.0,0 days 00:01:45.732500,,0.0,2.5,1.0,16.724999999999998,18.75,0.7749999999999999,232.0,66.0,943.7,16.7,18.8,1.0,233.0,66.0,943.7,0 days 00:01:36.489000,SOFT,335.0,313.0,185.0,213.0,MEDIUM,12,0 days 00:01:42.638400,,0,12.5,7.0,13.925000000000002,15.066666666666665,0.55,171.75,73.0,944.1,13.8,15.0,0.0,354,74.0,944.0,0 days 00:01:35.112000,MEDIUM,339.0,319.0,182.0,214.0,MEDIUM,11,0 days 00:01:45.052222222,,0,6.0,1.0,17.0,18.581818181818186,1.0636363636363635,217.8181818181818,57.09090909090909,942.518181818182,16.8,18.4,0.5,335,57.0,942.5,0 days 00:01:34.265000,0 days 00:01:33.979000,,13.0,342.0,15.4,17.0,1.1,231,60.0,942.4,341.0,15.2,17.2,0.6,224.0,61.0,942.0,,,,,,,,,19.0
LEC,0 days 00:01:40.909000,SOFT,311.0,301.0,175.0,205.0,SOFT,4.0,0 days 00:01:42.464000,,0.0,2.5,1.0,16.724999999999998,18.75,0.7749999999999999,232.0,66.0,943.7,16.7,18.8,1.0,233.0,66.0,943.7,0 days 00:01:35.265000,SOFT,339.0,312.0,183.0,213.0,MEDIUM,13,0 days 00:01:44.040090909,,0,7.0,1.0,13.930769230769233,15.030769230769229,0.5538461538461539,185.07692307692307,73.0,944.1230769230772,13.9,15.0,0.8,244,73.0,944.0,0 days 00:01:35.908000,MEDIUM,335.0,320.0,181.0,213.0,MEDIUM,10,0 days 00:01:56.828555555,,0,5.5,1.0,16.91,18.68,1.19,214.2,57.1,942.56,17.0,18.5,1.3,221,57.0,942.5,0 days 00:01:33.617000,0 days 00:01:32.775000,0 days 00:01:32.726000,1.0,343.0,15.4,17.0,1.6,205,61.0,942.4,342.0,15.3,17.1,0.8,99.0,61.0,942.0,341.0,15.2,16.7,0.0,0.0,61.0,942.0,0 days 00:00:02.070000,2.0
MAG,0 days 00:01:44.261000,SOFT,262.0,307.0,174.0,201.0,SOFT,4.0,0 days 00:01:47.025000,,0.0,2.5,1.0,16.724999999999998,18.725,0.7250000000000001,230.5,66.0,943.7,16.7,18.7,0.8,227.0,66.0,943.7,0 days 00:01:36.917000,SOFT,333.0,312.0,180.0,213.0,SOFT,11,0 days 00:01:47.533000,,0,10.0,5.0,13.936363636363636,15.036363636363632,0.5909090909090909,182.36363636363637,73.0,944.1090909090908,13.9,15.1,0.8,231,73.0,944.0,0 days 00:01:35.067000,MEDIUM,340.0,320.0,183.0,214.0,MEDIUM,11,0 days 00:01:57.376600,,0,6.0,1.0,16.954545454545453,18.654545454545453,1.0454545454545454,219.0909090909091,56.81818181818182,942.518181818182,16.8,18.4,0.5,335,57.0,942.5,0 days 00:01:34.337000,0 days 00:01:33.664000,0 days 00:01:33.537000,9.0,341.0,15.4,17.0,1.1,231,60.0,942.4,337.0,15.2,17.2,1.2,0.0,61.0,942.0,339.0,15.2,16.7,0.0,0.0,61.0,942.0,0 days 00:00:44.825000,13.0
NOR,0 days 00:01:48.947000,MEDIUM,261.0,272.0,161.0,190.0,MEDIUM,3.0,0 days 00:01:50.823000,,0.0,2.0,1.0,16.7,18.733333333333334,0.4666666666666666,222.33333333333337,66.0,943.7000000000002,16.7,18.7,0.6,214.0,66.0,943.7,0 days 00:01:36.864000,SOFT,327.0,312.0,184.0,213.0,MEDIUM,9,0 days 00:01:42.849875,,0,15.0,11.0,13.922222222222224,15.0,0.6444444444444444,155.33333333333334,73.55555555555556,944.1555555555556,14.0,15.2,0.0,245,73.0,944.2,0 days 00:01:35.089000,MEDIUM,340.0,323.0,186.0,211.0,MEDIUM,10,0 days 00:01:45.097888888,,0,5.5,1.0,17.0,18.6,1.2200000000000002,218.0,56.9,942.54,16.7,18.4,0.6,209,58.0,942.5,0 days 00:01:34.703000,,,16.0,336.0,15.1,16.9,0.6,219,62.0,942.5,,,,,,,,,,,,,,,,20.0
OCO,0 days 00:01:45.365000,MEDIUM,259.0,280.0,171.0,202.0,MEDIUM,5.0,0 days 00:01:47.748333333,,0.0,3.0,1.0,16.72,18.74,0.72,180.4,66.0,943.7,16.7,18.8,1.0,233.0,66.0,943.7,0 days 00:01:37.241000,MEDIUM,331.0,325.0,182.0,209.0,MEDIUM,13,0 days 00:01:45.965166666,,0,23.0,17.0,13.93846153846154,15.030769230769229,0.6307692307692309,140.6153846153846,73.0,944.0923076923076,13.9,15.0,0.8,244,73.0,944.0,0 days 00:01:35.297000,SOFT,343.0,319.0,183.0,211.0,SOFT,11,0 days 00:01:45.160900,,0,6.0,1.0,17.009090909090908,18.60909090909091,1.0545454545454545,215.45454545454547,57.0,942.5363636363636,16.8,18.4,0.8,104,57.0,942.4,0 days 00:01:34.834000,,,17.0,338.0,15.4,17.0,1.2,207,61.0,942.4,,,,,,,,,,,,,,,0 days 00:00:18.665000,4.0
